Series of Member Payment Dependent Notes,Maximum aggregate principal amount of Notes offered,Aggregate principal amount of Notes sold,Stated interest rate,Service Charge,Sale and Original Issue Date,Initial maturity,Final maturity,Amount of corresponding loan funded by Lending Club,Home ownership,Gross income,Debt-to-income ratio,Length of employment,Location,Home town,Current & past employers,Current employer,Job title,Education,Credit Score Range,Accounts Now Delinquent,Earliest Credit Line,Delinquent Amount,Open Credit Lines,Delinquencies (Last 2 years),Total Credit Lines,Months Since Last Delinquency,Revolving Credit Balance,Public Records on File,Revolving Line Utilization,Months Since Last Record,Inquiries in the Last 6 Months
38548429,"$10,800","$10,800",14.31%,1.00%,"January 15, 2015","January 18, 2018","January 18, 2020",$0,MORTGAGE,"$6,667 / month",18.92%,10+ years ,923xx,N/a,N/a,N/a,Registered Nurse,N/a,660-664,0,10/1992,$0.00,12,0,31,54,"$7,720.00",1,44.40%,49,3
38548491,"$12,000","$12,000",14.99%,1.00%,"January 15, 2015","January 18, 2020","January 18, 2020",$0,OWN,"$2,333 / month",27.09%,3 years ,215xx,N/a,N/a,N/a,CNA,N/a,665-669,0,07/2002,$0.00,7,0,12,85,"$7,663.00",0,52.50%,n/a,1
38548558,"$7,400","$7,400",18.54%,1.00%,"January 15, 2015","January 19, 2018","January 19, 2020",$0,RENT,"$1,542 / month",17.33%,n/a,606xx,N/a,N/a,N/a,n/a,N/a,670-674,0,02/2001,$0.00,10,0,15,n/a,"$5,818.00",0,102.10%,n/a,1
38549053,"$4,000","$4,000",14.31%,1.00%,"January 15, 2015","January 19, 2018","January 19, 2020",$0,RENT,"$5,583 / month",4.84%,9 years ,282xx,N/a,N/a,N/a,package car driver,N/a,665-669,0,05/2007,$0.00,5,0,24,n/a,"$5,434.00",0,92.10%,n/a,0
38549073,"$7,800","$7,800",19.99%,1.00%,"January 16, 2015","January 25, 2018","January 25, 2020",$0,MORTGAGE,"$4,083 / month",36.15%,10+ years ,271xx,N/a,N/a,N/a,Teacher,N/a,675-679,0,01/1999,$0.00,7,2,20,11,"$2,562.00",1,80.10%,58,0
38549099,"$14,400","$14,400",6.49%,1.00%,"January 14, 2015","January 21, 2018","January 21, 2020",$0,RENT,"$8,750 / month",16.19%,2 years ,660xx,N/a,N/a,N/a,Bookkeeper,N/a,720-724,0,06/1986,$0.00,11,0,21,n/a,"$38,129.00",0,80.30%,n/a,0
38549212,"$21,275","$21,275",19.99%,1.00%,"January 16, 2015","January 23, 2020","January 23, 2020",$0,MORTGAGE,"$6,667 / month",18.18%,10+ years ,296xx,N/a,N/a,N/a,line haul driver,N/a,660-664,0,11/1983,$0.00,13,3,24,6,"$18,883.00",0,53.20%,n/a,0
38549578,"$11,025","$11,025",19.99%,1.00%,"January 15, 2015","January 20, 2018","January 20, 2020",$0,MORTGAGE,"$4,833 / month",16.43%,10+ years ,308xx,N/a,N/a,N/a,Teacher,N/a,665-669,0,03/1998,$0.00,14,1,35,4,"$11,815.00",0,94.50%,n/a,1
38549626,"$28,000","$28,000",9.49%,1.00%,"January 16, 2015","January 26, 2018","January 26, 2020",$0,MORTGAGE,"$9,750 / month",30.38%,2 years ,234xx,N/a,N/a,N/a,IT Manager,N/a,680-684,0,07/2000,$0.00,13,1,32,23,"$42,946.00",0,71.30%,n/a,1
38549669,"$5,000","$5,000",15.59%,1.00%,"January 15, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$2,500 / month",24.00%,2 years ,172xx,N/a,N/a,N/a,nurse aid,N/a,675-679,0,10/2000,$0.00,10,0,13,n/a,"$4,129.00",0,72.40%,n/a,0
38549970,"$8,000","$8,000",12.99%,1.00%,"January 15, 2015","January 21, 2018","January 21, 2020",$0,OWN,"$3,833 / month",22.07%,10+ years ,752xx,N/a,N/a,N/a,Supervisor,N/a,680-684,0,03/1999,$0.00,9,0,18,n/a,"$3,305.00",0,54.20%,n/a,0
38550060,"$8,725","$8,725",13.66%,1.00%,"January 16, 2015","January 21, 2018","January 21, 2020",$0,OWN,"$2,083 / month",29.09%,n/a,342xx,N/a,N/a,N/a,n/a,N/a,670-674,0,10/1989,$0.00,5,0,17,n/a,"$2,764.00",0,36.00%,n/a,0
38550228,"$8,000","$8,000",6.03%,1.00%,"January 20, 2015","January 21, 2018","January 21, 2020",$0,MORTGAGE,"$8,083 / month",21.66%,10+ years ,333xx,N/a,N/a,N/a,Criminalist,N/a,710-714,0,07/1995,$0.00,10,0,14,n/a,"$67,209.00",0,75.10%,n/a,0
38550253,"$15,000","$15,000",8.67%,1.00%,"January 15, 2015","January 21, 2018","January 21, 2020",$0,RENT,"$4,000 / month",12.90%,n/a,280xx,N/a,N/a,N/a,n/a,N/a,695-699,0,07/2002,$0.00,9,1,27,11,"$12,015.00",0,35.20%,n/a,0
38554212,"$13,475","$13,475",17.14%,1.00%,"January 14, 2015","January 22, 2018","January 22, 2020",$0,MORTGAGE,"$3,333 / month",26.43%,5 years ,195xx,N/a,N/a,N/a,OFFICE MANAGER,N/a,715-719,0,07/1991,$0.00,11,1,20,13,"$11,353.00",0,30.20%,n/a,2
38554233,"$12,825","$12,825",9.49%,1.00%,"January 14, 2015","January 18, 2018","January 18, 2020",$0,MORTGAGE,"$5,833 / month",22.27%,7 years ,954xx,N/a,N/a,N/a,Special Education Teacher,N/a,740-744,0,03/1992,$0.00,12,0,29,n/a,"$16,388.00",0,34.00%,n/a,0
38554529,"$16,000","$16,000",14.31%,1.00%,"January 15, 2015","January 25, 2020","January 25, 2020",$0,MORTGAGE,"$4,417 / month",17.30%,10+ years ,890xx,N/a,N/a,N/a,Supervisor,N/a,745-749,0,07/1999,$0.00,9,0,21,n/a,"$46,255.00",0,53.20%,n/a,0
38555490,"$10,000","$10,000",12.99%,1.00%,"January 20, 2015","January 12, 2018","January 12, 2020",$0,MORTGAGE,"$5,667 / month",17.33%,10+ years ,640xx,N/a,N/a,N/a,General manager,N/a,675-679,0,07/2001,$0.00,8,0,16,n/a,"$4,579.00",2,77.60%,45,0
38555782,"$9,400","$9,400",6.99%,1.00%,"January 14, 2015","January 13, 2018","January 13, 2020",$0,RENT,"$4,089 / month",32.70%,3 years ,347xx,N/a,N/a,N/a,Project Coordinator,N/a,725-729,0,08/2007,$0.00,17,0,25,n/a,"$9,198.00",0,74.20%,n/a,1
38555850,"$3,200","$3,200",11.99%,1.00%,"January 14, 2015","January 24, 2018","January 24, 2020",$0,RENT,"$1,250 / month",19.76%,n/a,669xx,N/a,N/a,N/a,n/a,N/a,665-669,0,07/2004,$0.00,10,0,16,n/a,"$6,087.00",1,56.40%,99,0
38556080,"$10,000","$10,000",15.99%,1.00%,"January 20, 2015","January 13, 2018","January 13, 2020",$0,MORTGAGE,"$14,583 / month",5.17%,10+ years ,300xx,N/a,N/a,N/a,PRESIDENT/CEO/SOLE  SHAREHOLDER,N/a,695-699,0,08/1979,$0.00,21,3,58,15,"$5,257.00",0,17.80%,n/a,2
38557056,"$14,400","$14,400",12.39%,1.00%,"January 14, 2015","January 14, 2018","January 14, 2020",$0,MORTGAGE,"$8,833 / month",30.14%,2 years ,953xx,N/a,N/a,N/a,Executive Director,N/a,670-674,0,08/1987,$0.00,24,0,41,n/a,"$40,855.00",0,58.10%,n/a,1
38557095,"$35,000","$35,000",9.49%,1.00%,"January 14, 2015","January 24, 2018","January 24, 2020",$0,MORTGAGE,"$12,167 / month",18.77%,10+ years ,600xx,N/a,N/a,N/a,Manager,N/a,710-714,0,04/1993,$0.00,15,0,31,n/a,"$54,212.00",0,70.20%,n/a,0
38557365,"$15,000","$15,000",20.99%,1.00%,"January 20, 2015","January 17, 2020","January 17, 2020",$0,MORTGAGE,"$4,583 / month",19.57%,3 years ,856xx,N/a,N/a,N/a,lead,N/a,665-669,0,01/1988,$0.00,12,0,34,n/a,"$16,272.00",1,78.00%,48,2
38557663,"$12,000","$12,000",10.49%,1.00%,"January 20, 2015","January 16, 2018","January 16, 2020",$0,MORTGAGE,"$3,000 / month",11.60%,3 years ,301xx,N/a,N/a,N/a,sandwich maker and customer service,N/a,670-674,0,09/1977,$0.00,14,0,29,70,"$10,919.00",1,61.00%,71,1
38558009,"$35,000","$35,000",12.39%,1.00%,"January 20, 2015","January 28, 2018","January 28, 2020",$0,MORTGAGE,"$16,667 / month",7.78%,1 year ,900xx,N/a,N/a,N/a,EVP Creative Marketing,N/a,710-714,0,09/1998,$0.00,8,0,19,n/a,"$28,001.00",0,61.70%,n/a,2
38558029,"$20,175","$20,175",11.44%,1.00%,"January 16, 2015","January 26, 2018","January 26, 2020",$0,MORTGAGE,"$5,417 / month",34.38%,8 years ,601xx,N/a,N/a,N/a,Project manager,N/a,695-699,0,08/2002,$0.00,22,0,43,n/a,"$24,744.00",0,51.00%,n/a,0
38558116,"$15,000","$15,000",15.59%,1.00%,"January 15, 2015","January 16, 2018","January 16, 2020",$0,MORTGAGE,"$9,167 / month",29.26%,10+ years ,705xx,N/a,N/a,N/a,Forman,N/a,695-699,0,01/1993,$0.00,23,0,110,49,"$9,969.00",0,41.40%,n/a,3
38558316,"$4,500","$4,500",6.99%,1.00%,"January 15, 2015","January 17, 2018","January 17, 2020",$0,MORTGAGE,"$10,833 / month",1.39%,10+ years ,028xx,N/a,N/a,N/a,Chief Operating officer,N/a,685-689,0,02/1990,$0.00,5,0,13,n/a,"$4,366.00",0,68.20%,n/a,0
38558918,"$6,425","$6,425",16.49%,1.00%,"January 14, 2015","January 21, 2018","January 21, 2020",$0,RENT,"$1,500 / month",22.79%,4 years ,551xx,N/a,N/a,N/a,Owner,N/a,660-664,0,10/1998,$0.00,10,0,55,68,"$9,733.00",0,57.60%,n/a,1
38559005,"$28,800","$28,800",10.49%,1.00%,"January 20, 2015","January 28, 2020","January 28, 2020",$0,RENT,"$8,917 / month",20.94%,2 years ,020xx,N/a,N/a,N/a,Senior Performance & Attribution Analyst,N/a,675-679,0,08/1997,$0.00,17,0,38,32,"$65,131.00",0,69.70%,n/a,0
38559123,"$19,850","$19,850",18.54%,1.00%,"January 15, 2015","January 19, 2020","January 19, 2020",$0,MORTGAGE,"$6,250 / month",31.04%,8 years ,296xx,N/a,N/a,N/a,Owner ,N/a,660-664,0,10/2001,$0.00,11,0,25,26,"$5,420.00",1,36.40%,77,1
38559288,"$22,650","$22,650",19.99%,1.00%,"January 15, 2015","January 19, 2020","January 19, 2020",$0,MORTGAGE,"$4,500 / month",26.31%,7 years ,331xx,N/a,N/a,N/a,Engineering,N/a,700-704,0,03/2000,$0.00,11,0,18,n/a,"$18,709.00",0,58.10%,n/a,2
38559369,"$17,125","$17,125",14.31%,1.00%,"January 20, 2015","January 19, 2020","January 19, 2020",$0,MORTGAGE,"$4,583 / month",29.04%,7 years ,984xx,N/a,N/a,N/a,Staff Accountant,N/a,705-709,0,12/2002,$0.00,11,0,23,n/a,"$15,383.00",1,42.80%,79,0
38559378,"$15,000","$15,000",8.67%,1.00%,"January 20, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$5,417 / month",6.94%,4 years ,282xx,N/a,N/a,N/a,Store manager,N/a,670-674,0,01/2003,$0.00,8,1,29,22,"$3,409.00",0,52.40%,n/a,0
38559500,"$5,000","$5,000",12.99%,1.00%,"January 15, 2015","January 19, 2018","January 19, 2020",$0,RENT,"$4,167 / month",16.06%,< 1 year ,324xx,N/a,N/a,N/a,Respiratory Therapist,N/a,660-664,0,10/1997,$0.00,10,0,25,n/a,"$9,153.00",1,60.60%,60,1
38559524,"$20,000","$20,000",9.49%,1.00%,"January 15, 2015","January 22, 2020","January 22, 2020",$0,MORTGAGE,"$6,250 / month",16.02%,8 years ,220xx,N/a,N/a,N/a,Maintenance Engineer,N/a,680-684,0,11/1998,$0.00,6,0,21,59,"$18,782.00",0,98.90%,n/a,0
38559540,"$15,100","$15,100",11.44%,1.00%,"January 14, 2015","January 20, 2018","January 20, 2020",$0,MORTGAGE,"$7,083 / month",14.84%,10+ years ,932xx,N/a,N/a,N/a,Stationary Engineer,N/a,700-704,0,08/2001,$0.00,8,0,15,n/a,"$8,710.00",0,79.20%,n/a,0
38559577,"$15,000","$15,000",13.66%,1.00%,"January 16, 2015","January 20, 2018","January 20, 2020",$0,RENT,"$6,042 / month",14.83%,1 year ,762xx,N/a,N/a,N/a,Senior Associate,N/a,690-694,0,10/1998,$0.00,13,0,34,67,"$10,545.00",3,60.30%,35,1
38559599,"$24,000","$24,000",10.49%,1.00%,"January 14, 2015","January 20, 2018","January 20, 2020",$0,MORTGAGE,"$8,500 / month",24.28%,10+ years ,800xx,N/a,N/a,N/a,MANAGER/OWNER,N/a,695-699,0,10/1997,$0.00,19,0,34,65,"$45,415.00",0,55.50%,n/a,1
38559818,"$16,000","$16,000",10.49%,1.00%,"January 16, 2015","January 20, 2018","January 20, 2020",$0,MORTGAGE,"$12,500 / month",15.83%,10+ years ,900xx,N/a,N/a,N/a,Clinician,N/a,690-694,0,03/2003,$0.00,16,0,21,n/a,"$10,109.00",0,57.40%,n/a,1
38559855,"$6,400","$6,400",11.99%,1.00%,"January 14, 2015","January 22, 2018","January 22, 2020",$0,MORTGAGE,"$4,408 / month",15.18%,4 years ,550xx,N/a,N/a,N/a,IT Level 2 Tech,N/a,680-684,0,06/2008,$0.00,14,0,25,40,"$12,144.00",0,45.10%,n/a,0
38559923,"$12,000","$12,000",11.44%,1.00%,"January 16, 2015","January 24, 2018","January 24, 2020",$0,MORTGAGE,"$6,167 / month",21.93%,10+ years ,622xx,N/a,N/a,N/a,Supervisor,N/a,660-664,0,09/1998,$0.00,7,1,20,14,"$2,955.00",0,98.50%,n/a,0
38559970,"$12,000","$12,000",14.99%,1.00%,"January 15, 2015","January 20, 2018","January 20, 2020",$0,RENT,"$5,833 / month",27.22%,< 1 year ,741xx,N/a,N/a,N/a,Owner,N/a,695-699,0,11/1999,$0.00,14,1,33,15,"$13,220.00",1,55.10%,116,1
38559977,"$7,025","$7,025",14.99%,1.00%,"January 14, 2015","January 20, 2018","January 20, 2020",$0,OWN,"$2,833 / month",7.02%,< 1 year ,700xx,N/a,N/a,N/a,store manager,N/a,675-679,0,09/2008,$0.00,5,0,10,n/a,"$5,686.00",0,47.40%,n/a,0
38560115,"$8,000","$8,000",9.49%,1.00%,"January 16, 2015","January 21, 2018","January 21, 2020",$0,MORTGAGE,"$6,333 / month",19.96%,10+ years ,875xx,N/a,N/a,N/a,Executive Director,N/a,670-674,0,01/1996,$0.00,10,2,22,4,"$8,458.00",3,60.00%,74,0
38560124,"$30,000","$30,000",11.44%,1.00%,"January 16, 2015","January 24, 2020","January 24, 2020",$0,OWN,"$8,039 / month",22.87%,10+ years ,446xx,N/a,N/a,N/a,Area Operations Manager,N/a,715-719,0,09/2001,$0.00,11,1,31,22,"$20,695.00",0,59.50%,n/a,0
38560315,"$9,600","$9,600",12.99%,1.00%,"January 16, 2015","January 21, 2018","January 21, 2020",$0,RENT,"$13,583 / month",12.43%,10+ years ,221xx,N/a,N/a,N/a,OWNER,N/a,680-684,0,08/1998,$0.00,5,0,31,67,$8.00,2,0.10%,70,1
38560670,"$27,575","$27,575",10.49%,1.00%,"January 14, 2015","January 24, 2018","January 24, 2020",$0,MORTGAGE,"$6,250 / month",26.56%,10+ years ,334xx,N/a,N/a,N/a,Assistant Bookkeeper,N/a,695-699,0,02/1984,$0.00,11,0,27,44,"$35,987.00",0,89.50%,n/a,0
38564337,"$12,000","$12,000",17.86%,1.00%,"January 15, 2015","January 12, 2020","January 12, 2020",$0,RENT,"$4,583 / month",9.99%,10+ years ,900xx,N/a,N/a,N/a,service attendant ,N/a,675-679,0,05/2010,$0.00,4,0,5,n/a,"$11,110.00",0,70.30%,n/a,0
38565177,"$7,275","$7,275",12.99%,1.00%,"January 20, 2015","January 16, 2018","January 16, 2020",$0,MORTGAGE,"$4,333 / month",35.22%,3 years ,754xx,N/a,N/a,N/a,truck driver,N/a,720-724,0,06/2007,$0.00,9,0,15,n/a,"$3,764.00",1,22.70%,110,0
38565412,"$10,525","$10,525",18.54%,1.00%,"January 20, 2015","January 12, 2018","January 12, 2020",$0,MORTGAGE,"$2,583 / month",33.68%,5 years ,925xx,N/a,N/a,N/a,cook,N/a,670-674,0,05/1997,$0.00,9,0,21,59,"$4,584.00",2,52.70%,55,0
38565762,"$10,000","$10,000",14.31%,1.00%,"January 20, 2015","January 13, 2018","January 13, 2020",$0,RENT,"$5,000 / month",27.80%,10+ years ,104xx,N/a,N/a,N/a,surgical coordinator,N/a,675-679,0,03/1999,$0.00,21,0,39,53,"$26,221.00",0,67.40%,n/a,1
38565801,"$22,000","$22,000",8.67%,1.00%,"January 15, 2015","January 13, 2018","January 13, 2020",$0,RENT,"$10,000 / month",11.81%,10+ years ,068xx,N/a,N/a,N/a,Supervisor,N/a,680-684,0,09/1999,$0.00,12,1,21,19,"$24,214.00",0,86.80%,n/a,1
38565929,"$8,000","$8,000",8.19%,1.00%,"January 15, 2015","January 13, 2018","January 13, 2020",$0,MORTGAGE,"$8,833 / month",7.80%,10+ years ,119xx,N/a,N/a,N/a,operating engineer,N/a,720-724,0,02/1994,$0.00,4,0,9,68,"$13,938.00",0,96.80%,n/a,0
38566121,"$20,000","$20,000",6.03%,1.00%,"January 15, 2015","January 13, 2018","January 13, 2020",$0,MORTGAGE,"$6,583 / month",18.23%,10+ years ,895xx,N/a,N/a,N/a,CNC Operator,N/a,805-809,0,01/1980,$0.00,16,0,35,n/a,"$10,107.00",0,10.60%,n/a,1
38566124,"$11,000","$11,000",12.99%,1.00%,"January 15, 2015","January 13, 2018","January 13, 2020",$0,MORTGAGE,"$4,489 / month",27.05%,10+ years ,211xx,N/a,N/a,N/a,Admin. officer,N/a,705-709,0,11/1994,$0.00,11,0,21,n/a,"$6,902.00",1,51.10%,112,1
38566295,"$35,000","$35,000",8.67%,1.00%,"January 14, 2015","January 13, 2018","January 13, 2020",$0,MORTGAGE,"$13,333 / month",10.83%,10+ years ,990xx,N/a,N/a,N/a,Product Design / Sales,N/a,705-709,0,07/1991,$0.00,7,0,26,67,"$83,394.00",0,87.20%,n/a,0
38566343,"$10,975","$10,975",25.80%,1.00%,"January 16, 2015","January 14, 2020","January 14, 2020",$0,RENT,"$2,550 / month",32.86%,5 years ,926xx,N/a,N/a,N/a,Owner,N/a,715-719,0,02/2008,$0.00,6,0,8,n/a,"$5,341.00",0,59.30%,n/a,0
38566583,"$20,000","$20,000",15.59%,1.00%,"January 15, 2015","January 14, 2018","January 14, 2020",$0,MORTGAGE,"$6,083 / month",39.74%,10+ years ,278xx,N/a,N/a,N/a,Professor,N/a,685-689,0,02/2001,$0.00,17,4,38,10,"$15,391.00",0,75.10%,n/a,1
38566838,"$20,000","$20,000",15.59%,1.00%,"January 15, 2015","January 14, 2020","January 14, 2020",$0,MORTGAGE,"$7,667 / month",7.28%,7 years ,827xx,N/a,N/a,N/a,equipment operator,N/a,670-674,0,04/2001,$0.00,16,0,30,n/a,"$12,847.00",1,33.60%,116,0
38566927,"$12,000","$12,000",15.99%,1.00%,"January 15, 2015","January 26, 2020","January 26, 2020",$0,MORTGAGE,"$6,667 / month",27.63%,8 years ,398xx,N/a,N/a,N/a,teacher,N/a,660-664,0,06/1995,$0.00,14,2,32,5,"$18,258.00",0,68.10%,n/a,0
38567536,"$17,775","$17,775",12.39%,1.00%,"January 15, 2015","January 16, 2018","January 16, 2020",$0,MORTGAGE,"$6,093 / month",39.48%,10+ years ,057xx,N/a,N/a,N/a,Sales Consultant,N/a,705-709,0,10/1996,$0.00,7,0,15,n/a,"$28,976.00",0,95.00%,n/a,0
38567549,"$10,000","$10,000",15.99%,1.00%,"January 20, 2015","January 16, 2018","January 16, 2020",$0,MORTGAGE,"$16,667 / month",1.96%,10+ years ,913xx,N/a,N/a,N/a,writer,N/a,690-694,0,12/1998,$0.00,4,1,24,5,$158.00,3,2.10%,36,2
38567584,"$30,000","$30,000",12.39%,1.00%,"January 14, 2015","January 19, 2020","January 19, 2020",$0,MORTGAGE,"$10,833 / month",10.66%,< 1 year ,193xx,N/a,N/a,N/a,Sales Representative,N/a,670-674,0,07/1999,$0.00,14,1,26,4,"$18,540.00",0,57.00%,n/a,0
38567703,"$26,575","$26,575",24.99%,1.00%,"January 20, 2015","January 25, 2020","January 25, 2020",$0,MORTGAGE,"$5,833 / month",14.56%,10+ years ,703xx,N/a,N/a,N/a,Blaster/Painter,N/a,685-689,0,03/1996,$0.00,6,0,17,25,"$3,990.00",0,51.20%,n/a,1
38567824,"$10,475","$10,475",18.54%,1.00%,"January 20, 2015","January 16, 2018","January 16, 2020",$0,MORTGAGE,"$2,442 / month",37.57%,n/a,372xx,N/a,N/a,N/a,n/a,N/a,675-679,0,03/1997,$0.00,8,1,29,18,"$11,043.00",0,56.60%,n/a,0
38568113,"$35,000","$35,000",14.31%,1.00%,"January 15, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$6,500 / month",18.66%,1 year ,214xx,N/a,N/a,N/a,Assistant Public Defender,N/a,670-674,0,04/2002,$0.00,17,1,30,23,"$31,415.00",1,68.70%,21,0
38568375,"$6,400","$6,400",12.99%,1.00%,"January 14, 2015","January 25, 2018","January 25, 2020",$0,RENT,"$4,167 / month",12.70%,8 years ,610xx,N/a,N/a,N/a,Facilitator,N/a,685-689,0,09/2003,$0.00,18,1,30,5,"$5,707.00",0,72.20%,n/a,1
38568436,"$9,125","$9,125",15.99%,1.00%,"January 14, 2015","January 21, 2018","January 21, 2020",$0,MORTGAGE,"$1,917 / month",24.32%,< 1 year ,752xx,N/a,N/a,N/a,Teacher Assistant,N/a,660-664,0,01/1992,$0.00,10,1,37,22,"$10,793.00",0,74.40%,n/a,1
38568445,"$11,000","$11,000",12.39%,1.00%,"January 20, 2015","January 17, 2018","January 17, 2020",$0,RENT,"$3,167 / month",24.57%,2 years ,284xx,N/a,N/a,N/a,Marine,N/a,685-689,0,07/2010,$0.00,8,0,8,n/a,"$11,606.00",0,71.20%,n/a,1
38568607,"$2,225","$2,225",15.59%,1.00%,"January 20, 2015","January 23, 2018","January 23, 2020",$0,RENT,"$2,083 / month",22.71%,1 year ,337xx,N/a,N/a,N/a,Teritory Rep,N/a,660-664,0,09/2006,$0.00,5,0,6,n/a,"$1,839.00",1,50.00%,111,2
38568915,"$7,700","$7,700",9.49%,1.00%,"January 16, 2015","January 24, 2018","January 24, 2020",$0,MORTGAGE,"$5,000 / month",14.91%,1 year ,774xx,N/a,N/a,N/a,Systems Administrator,N/a,715-719,0,05/2003,$0.00,15,0,28,67,"$11,021.00",0,24.80%,n/a,1
38569037,"$35,000","$35,000",17.14%,1.00%,"January 14, 2015","January 19, 2018","January 19, 2020",$0,RENT,"$10,417 / month",17.37%,10+ years ,928xx,N/a,N/a,N/a,Teacher,N/a,710-714,0,11/1992,$0.00,9,0,25,48,"$1,425.00",0,8.60%,n/a,1
38569100,"$14,750","$14,750",15.99%,1.00%,"January 14, 2015","January 19, 2020","January 19, 2020",$0,MORTGAGE,"$4,117 / month",6.61%,7 years ,730xx,N/a,N/a,N/a,Business Manager,N/a,665-669,0,06/2004,$0.00,5,0,12,n/a,"$7,660.00",0,100.80%,n/a,2
38569213,"$6,000","$6,000",14.31%,1.00%,"January 16, 2015","January 28, 2018","January 28, 2020",$0,RENT,"$4,583 / month",6.66%,7 years ,852xx,N/a,N/a,N/a,AUTO TECHNICIAN ,N/a,680-684,0,11/1997,$0.00,4,0,33,70,"$4,296.00",0,36.70%,n/a,2
38569338,"$6,000","$6,000",6.99%,1.00%,"January 20, 2015","January 19, 2018","January 19, 2020",$0,OWN,"$9,583 / month",11.22%,5 years ,225xx,N/a,N/a,N/a,Inspector ,N/a,665-669,0,05/1998,$0.00,17,0,43,61,"$1,695.00",1,8.50%,54,0
38569392,"$20,000","$20,000",8.67%,1.00%,"January 15, 2015","January 21, 2018","January 21, 2020",$0,MORTGAGE,"$6,250 / month",10.90%,10+ years ,968xx,N/a,N/a,N/a,Owner,N/a,665-669,0,05/1993,$0.00,8,3,22,5,"$13,804.00",2,65.70%,12,0
38569399,"$19,525","$19,525",11.44%,1.00%,"January 15, 2015","January 19, 2018","January 19, 2020",$0,OWN,"$4,683 / month",27.06%,10+ years ,598xx,N/a,N/a,N/a,phlebotomist,N/a,690-694,0,12/1976,$0.00,10,1,26,11,"$5,813.00",0,84.20%,n/a,0
38569463,"$10,000","$10,000",14.99%,1.00%,"January 14, 2015","January 20, 2020","January 20, 2020",$0,OWN,"$3,100 / month",29.94%,2 years ,472xx,N/a,N/a,N/a,Computer Technician,N/a,700-704,0,04/1991,$0.00,8,0,8,n/a,"$18,736.00",0,50.40%,n/a,0
38569614,"$10,100","$10,100",12.99%,1.00%,"January 16, 2015","January 20, 2018","January 20, 2020",$0,OWN,"$1,917 / month",13.78%,1 year ,805xx,N/a,N/a,N/a,Driver,N/a,665-669,0,09/2002,$0.00,8,0,14,39,"$10,528.00",1,68.40%,47,0
38569771,"$28,000","$28,000",6.99%,1.00%,"January 20, 2015","January 20, 2018","January 20, 2020",$0,MORTGAGE,"$19,667 / month",16.77%,2 years ,921xx,N/a,N/a,N/a,Software Engineer,N/a,715-719,0,04/1999,$0.00,13,0,30,n/a,"$104,248.00",0,66.50%,n/a,1
38569804,"$12,800","$12,800",11.44%,1.00%,"January 14, 2015","January 23, 2018","January 23, 2020",$0,MORTGAGE,"$7,500 / month",16.31%,7 years ,301xx,N/a,N/a,N/a,Administrative Assistant,N/a,690-694,0,05/2006,$0.00,18,0,23,82,"$12,397.00",2,36.00%,45,1
38569852,"$4,725","$4,725",14.99%,1.00%,"January 16, 2015","January 29, 2018","January 29, 2020",$0,RENT,"$2,667 / month",29.48%,< 1 year ,232xx,N/a,N/a,N/a,vet assistant,N/a,675-679,0,11/2002,$0.00,25,0,41,n/a,"$8,153.00",0,61.30%,n/a,1
38569899,"$1,200","$1,200",13.66%,1.00%,"January 15, 2015","January 21, 2018","January 21, 2020",$0,RENT,"$4,167 / month",10.08%,< 1 year ,953xx,N/a,N/a,N/a,HR Coordinator ,N/a,685-689,0,04/2005,$0.00,10,0,19,53,"$7,063.00",0,43.60%,n/a,2
38569955,"$8,000","$8,000",10.49%,1.00%,"January 15, 2015","January 25, 2018","January 25, 2020",$0,RENT,"$5,583 / month",17.45%,7 years ,331xx,N/a,N/a,N/a,Senior Planner,N/a,690-694,0,06/2001,$0.00,13,0,22,n/a,"$19,287.00",0,67.40%,n/a,0
38569996,"$7,500","$7,500",11.99%,1.00%,"January 15, 2015","January 21, 2018","January 21, 2020",$0,MORTGAGE,"$9,083 / month",9.34%,6 years ,760xx,N/a,N/a,N/a,Chief Technology Officer,N/a,685-689,0,03/2008,$0.00,5,0,8,n/a,"$7,294.00",0,97.30%,n/a,0
38570449,"$7,900","$7,900",16.49%,1.00%,"January 15, 2015","January 21, 2018","January 21, 2020",$0,MORTGAGE,"$7,000 / month",30.67%,3 years ,775xx,N/a,N/a,N/a,Sales and Finance,N/a,695-699,0,10/2000,$0.00,9,2,16,20,"$1,978.00",1,53.50%,49,0
38570605,"$10,775","$10,775",17.14%,1.00%,"January 15, 2015","January 24, 2018","January 24, 2020",$0,RENT,"$4,167 / month",19.68%,10+ years ,531xx,N/a,N/a,N/a,Judge's Clerk,N/a,665-669,0,07/1999,$0.00,8,0,22,81,"$5,205.00",1,82.60%,77,0
38574551,"$30,000","$30,000",24.99%,1.00%,"January 15, 2015","January 26, 2020","January 26, 2020",$0,MORTGAGE,"$20,000 / month",6.36%,< 1 year ,776xx,N/a,N/a,N/a,Lineman,N/a,690-694,0,03/2006,$0.00,12,0,29,72,"$4,802.00",0,33.60%,n/a,1
